,Coord_1_Casa,Coord_1_Lavoro,Coord_2_Casa,Coord_2_Lavoro,Giorni_al_1Lav,Giorni_al_2Lav,Id_Term,Km_Percorsi,N_Case,N_Giorni_Pres,N_Lavori,N_Soste_Univ,Notti_1Casa,Notti_2Casa,Notti_In,Notti_Out,Trans_Confine,Veh_Type
1070,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715468,15173.354299999999,0,2,0,1,0,0,1,0,0,2
1071,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715470,20080.144099999998,0,5,0,1,0,0,1,3,4,2
1072,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715471,649249.2579000003,0,11,0,1,0,0,5,5,9,2
1073,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715507,2842.0285000000003,0,2,0,1,0,0,1,0,0,2
1074,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715512,271.94609999999994,0,5,0,2,0,0,3,0,0,2
1075,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715525,581227.2088999997,0,14,0,1,0,0,5,8,17,2
1076,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715567,31989.704500000007,0,4,0,1,0,0,2,1,1,2
1077,"[10.837427999999999, 45.100296]","[-1, -1]","[10.770592000000001, 45.153165999999999]","[-1, -1]",0,0,2715569,5713.229099999999,2,31,0,0,12,7,18,5,11,2
1078,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715574,10306.445000000003,0,2,0,1,0,0,1,0,0,2
1079,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715581,580660.3088999998,0,5,0,1,0,0,1,3,3,2
1080,"[9.7703620000000004, 45.744176000000003]","[-1, -1]","[9.8543160000000007, 45.801150999999997]","[-1, -1]",0,0,2715598,206185.75240000003,2,14,0,1,3,2,4,9,5,2
1081,"[10.036035, 45.469501999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715605,10546.470600000019,1,21,0,1,20,0,20,0,19,2
1082,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715610,554799.6484000002,0,17,0,1,0,0,4,12,2,2
1083,"[10.888657, 45.446112999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715636,53282.8967,1,17,0,0,4,0,4,12,16,2
1084,"[10.872787000000001, 45.496242000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715648,15344.332200000015,1,56,0,0,49,0,48,7,128,2
1085,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715650,19924.867700000003,0,4,0,1,0,0,1,1,1,2
1086,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715651,512762.72520000004,0,3,0,1,0,0,1,1,4,2
1087,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715660,17994.9734,0,3,0,1,0,0,1,1,3,2
1088,"[10.438063, 45.569152000000003]","[-1, -1]","[10.443391, 45.576442]","[-1, -1]",0,0,2715677,13549.697600000047,2,49,0,0,41,5,48,0,21,2
1089,"[10.397100999999999, 45.412970000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715692,743277.2753,1,6,0,1,3,0,3,2,1,2
1090,"[10.877193999999999, 45.413952000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715701,28278.640299999977,1,12,0,1,2,0,5,6,0,2
1091,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2715708,8449.508,0,2,0,1,0,0,0,1,1,2
1092,"[10.854269, 45.462327999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715724,7861.137799999996,1,22,0,1,20,0,22,0,10,2
1093,"[10.872991000000001, 45.496338999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715734,3009.260000000006,1,33,0,0,25,0,25,0,20,2
1094,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2715738,29968.735299999997,0,2,0,1,0,0,0,1,5,2
1095,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2715743,48905.03619999999,0,12,0,1,0,0,0,11,12,2
1096,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715744,540678.9967999998,0,7,0,1,0,0,0,6,2,2
1097,"[10.872773, 45.496225000000003]","[-1, -1]","[10.848677, 45.468716000000001]","[-1, -1]",0,0,2715749,22051.517200000006,2,60,0,1,30,3,37,7,188,2
1098,"[10.044048, 45.381734999999999]","[-1, -1]","[10.02435, 45.101094000000003]","[-1, -1]",0,0,2715756,44794.92569999998,2,12,0,1,2,2,6,5,5,2
1099,"[9.9917339999999992, 46.165399000000001]","[-1, -1]","[9.7972350000000006, 46.161712000000001]","[-1, -1]",0,0,2715759,21948.842599999993,2,15,0,1,3,7,6,7,4,2
1100,"[10.654203000000001, 45.306879000000002]","[-1, -1]","[10.775650000000001, 45.454510999999997]","[-1, -1]",0,0,2715832,3331.219699999998,2,26,0,1,10,3,16,0,6,2
1101,"[10.653713, 45.306865999999999]","[-1, -1]","[10.677471000000001, 45.345880999999999]","[-1, -1]",0,0,2715833,579.0169,2,28,0,0,13,3,23,0,0,2
1102,"[10.654578000000001, 45.355173999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715836,80.3177,1,16,0,0,2,0,7,0,0,2
1103,"[9.7738259999999997, 45.650996999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2715840,495287.5165000002,1,4,0,1,2,0,1,2,0,2
1104,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716073,14143.472999999996,0,3,0,1,0,0,0,2,6,2
1105,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716086,384019.64859999984,0,15,0,1,0,0,2,12,9,2
1106,"[10.438245, 45.569597999999999]","[-1, -1]","[10.44374, 45.575901999999999]","[-1, -1]",0,0,2716090,14022.407099999993,2,45,0,0,36,3,42,0,20,2
1107,"[9.8226420000000001, 45.640236000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716092,809120.5385999996,1,9,0,1,4,0,2,6,4,2
1108,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716106,526033.7885999994,0,19,0,1,0,0,2,15,24,2
1109,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716132,719004.3662999982,0,35,0,1,0,0,5,29,16,2
1110,"[10.522986, 45.582134000000003]","[-1, -1]","[10.532724, 45.561321]","[-1, -1]",0,0,2716141,5827.799099999998,2,29,0,0,9,3,21,0,5,2
1111,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716151,691979.2069,0,8,0,1,0,0,0,7,1,2
1112,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716218,20697.85429999996,0,17,0,1,0,0,0,16,23,2
1113,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716242,22957.711899999995,0,2,0,1,0,0,0,1,3,2
1114,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716265,20544.04869999999,0,3,0,1,0,0,0,2,1,2
1115,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716277,11166.099800000005,0,3,0,1,0,0,1,1,1,2
1116,"[10.721634999999999, 45.581380000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716301,1923.6469999999983,1,8,0,0,4,0,4,1,1,2
1117,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716332,32392.90399999999,0,5,0,1,0,0,3,1,1,2
1118,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716341,503153.2162999998,0,7,0,1,0,0,0,6,5,2
1119,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716351,920177.6314,0,3,0,1,0,0,0,3,2,2
1120,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716378,12808.9282,0,2,0,1,0,0,1,0,0,2
1121,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716392,3319.6499999999996,0,2,0,1,0,0,0,1,0,2
1122,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716421,31188.592300000004,0,8,0,1,0,0,1,5,3,2
1123,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716454,15985.0395,0,3,0,1,0,0,1,1,1,2
1124,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716459,6727.166699999999,0,2,0,1,0,0,0,1,1,2
1125,"[10.532652000000001, 45.589297000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716478,7855.497300000016,1,26,0,0,25,0,25,0,0,2
1126,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716484,41232.91459999996,0,8,0,1,0,0,1,6,1,2
1127,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716528,18059.634,0,2,0,1,0,0,0,1,2,2
1128,"[9.7731379999999994, 45.679802000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716531,39497.315,1,7,0,1,5,0,3,3,1,2
1129,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716634,553.1611,0,2,0,1,0,0,1,0,3,2
1130,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716802,303249.6254000001,0,23,0,1,0,0,1,20,26,2
1131,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716821,25484.8859,0,2,0,1,0,0,0,1,0,2
1132,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716880,200000.65530000013,0,4,0,1,0,0,0,3,2,2
1133,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2716887,12007.965200000004,0,3,0,1,0,0,0,2,3,2
1134,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716889,506106.2492999999,0,13,0,1,0,0,3,4,0,2
1135,"[10.859664, 45.136650000000003]","[-1, -1]","[10.838602, 45.160310000000003]","[-1, -1]",0,0,2716930,5362.394599999999,2,24,0,1,10,2,19,2,6,2
1136,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716955,642960.1117999997,0,2,0,1,0,0,0,1,1,2
1137,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716958,611750.7439,0,5,0,1,0,0,2,2,3,2
1138,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2716962,576437.937,0,10,0,1,0,0,4,5,0,2
1139,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717003,47286.93860000001,0,7,0,1,0,0,1,5,4,2
1140,"[10.862030000000001, 45.453879000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717008,799252.9702000002,1,23,0,1,4,0,5,17,6,2
1141,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717009,494.0723,0,1,0,1,0,0,0,0,1,2
1142,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717028,130.8975,0,1,0,1,0,0,0,0,0,2
1143,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717043,488858.5029000001,0,4,0,1,0,0,1,2,1,2
1144,"[10.858862, 45.136856000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717063,418594.4273,1,13,0,1,4,0,5,7,0,2
1145,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717065,460723.7725000002,0,22,0,1,0,0,1,19,38,2
1146,"[10.859870000000001, 45.136727]","[-1, -1]","[10.846410000000001, 45.394347000000003]","[-1, -1]",0,0,2717079,2509.2909999999997,2,20,0,1,6,2,12,4,6,2
1147,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717082,9.2515,0,4,0,0,0,0,1,0,0,2
1148,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717089,14882.554099999994,0,3,0,1,0,0,1,1,1,2
1149,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717093,514456.4699000001,0,14,0,1,0,0,3,10,6,2
1150,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717097,457020.2994999999,0,2,0,1,0,0,0,1,4,2
1151,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717109,56095.40749999995,0,3,0,1,0,0,0,2,0,2
1152,"[10.858983, 45.137822999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717135,468710.7624999999,1,18,0,0,3,0,7,7,11,2
1153,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717164,3548.4494,0,2,0,1,0,0,0,1,1,2
1154,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717168,481158.2568,0,19,0,1,0,0,5,6,3,2
1155,"[10.861112, 45.136870999999999]","[-1, -1]","[10.862563, 45.109805000000001]","[-1, -1]",0,0,2717185,513718.7440999999,2,23,0,0,3,4,10,13,5,2
1156,"[9.8633380000000006, 45.802269000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717190,8652.193900000002,1,26,0,0,22,0,23,0,28,2
1157,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717298,26921.778999999995,0,2,0,1,0,0,0,1,0,2
1158,"[9.9938730000000007, 45.185817999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717310,644.5704000000001,1,7,0,1,5,0,6,0,2,2
1159,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717326,552158.4293000008,0,26,0,1,0,0,0,25,17,2
1160,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717348,6202.616099999999,0,2,0,1,0,0,0,1,0,2
1161,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717352,663205.5151000004,0,5,0,1,0,0,2,2,0,2
1162,"[10.168141, 45.546908999999999]","[-1, -1]","[9.8932330000000004, 45.625844000000001]","[-1, -1]",0,0,2717354,16730.505,2,21,0,2,13,2,19,1,2,2
1163,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717362,525595.6674999999,0,9,0,1,0,0,3,5,2,2
1164,"[9.8216760000000001, 45.703781999999997]","[-1, -1]","[9.8230850000000007, 45.684479000000003]","[-1, -1]",0,0,2717375,4074.9956999999986,2,31,0,0,17,6,29,1,30,2
1165,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717377,1996.0078,0,2,0,0,0,0,0,0,2,2
1166,"[9.8182430000000007, 45.753512000000001]","[-1, -1]","[9.8234980000000007, 45.684593999999997]","[-1, -1]",0,0,2717378,27102.487400000053,2,57,0,1,43,11,59,6,92,2
1167,"[10.153727999999999, 45.853427000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717383,45013.364199999975,1,7,0,1,3,0,4,2,0,2
1168,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717388,126.17580000000002,0,1,0,1,0,0,0,0,1,2
1169,"[9.7834350000000008, 45.670848999999997]","[-1, -1]","[9.7825670000000002, 45.662536000000003]","[-1, -1]",0,0,2717390,1630.2253999999998,2,30,0,0,17,14,10,23,17,2
1170,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717391,505898.0696,0,4,0,1,0,0,0,3,0,2
1171,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717392,23223.436500000003,0,5,0,1,0,0,0,4,1,2
1172,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717399,30688.059600000004,0,2,0,1,0,0,1,0,0,2
1173,"[10.842283, 45.475064000000003]","[-1, -1]","[10.653661, 45.306705999999998]","[-1, -1]",0,0,2717406,5445.482000000003,2,27,0,1,21,2,25,0,26,2
1174,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717422,484347.2351999998,0,8,0,1,0,0,0,7,3,2
1175,"[9.8337500000000002, 45.696043000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717438,334768.2639000001,1,6,0,1,3,0,3,3,0,2
1176,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717485,604771.5764,0,4,0,1,0,0,1,2,1,2
1177,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717491,132.25750000000002,0,1,0,1,0,0,0,0,1,2
1178,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717492,9159.789099999998,0,3,0,1,0,0,0,2,0,2
1179,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717499,8929.609300000002,0,2,0,1,0,0,0,1,0,2
1180,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717501,53534.70950000001,0,6,0,1,0,0,0,4,3,2
1181,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717503,765226.2507,0,6,0,1,0,0,1,4,2,2
1182,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717526,528732.3449000003,0,11,0,1,0,0,4,6,5,2
1183,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717527,673758.4424999999,0,6,0,1,0,0,1,4,3,2
1184,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717539,39362.309599999964,0,5,0,1,0,0,1,3,0,2
1185,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717558,21491.264899999995,0,3,0,1,0,0,0,2,0,2
1186,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717563,637400.1323000002,0,5,0,1,0,0,1,2,2,2
1187,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717564,541501.6452,0,4,0,1,0,0,1,2,7,2
1188,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717573,519031.77690000006,0,3,0,1,0,0,0,2,1,2
1189,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717582,311402.0562000003,0,4,0,1,0,0,1,2,2,2
1190,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717587,530839.2295000006,0,3,0,1,0,0,1,1,0,2
1191,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717591,47687.655999999995,0,4,0,1,0,0,1,2,1,2
1192,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717596,37577.844799999926,0,3,0,1,0,0,0,2,0,2
1193,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717602,522985.1042000002,0,7,0,1,0,0,3,3,3,2
1194,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717604,117.01520000000001,0,1,0,1,0,0,0,0,0,2
1195,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717607,134.0182,0,1,0,1,0,0,0,0,0,2
1196,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717609,576563.3526000004,0,6,0,1,0,0,0,5,0,2
1197,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717618,544029.4720999998,0,4,0,1,0,0,2,1,2,2
1198,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717620,29622.6532,0,5,0,1,0,0,2,2,1,2
1199,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717625,132.4414,0,1,0,1,0,0,0,0,0,2
1200,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717637,228624.55439999985,0,7,0,1,0,0,1,5,1,2
1201,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717664,29609.4099,0,3,0,1,0,0,0,2,1,2
1202,"[10.135177000000001, 45.836236999999997]","[-1, -1]","[10.129712, 45.840040000000002]","[-1, -1]",0,0,2717668,13976.968399999976,2,21,0,1,5,3,15,1,18,2
1203,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717682,23647.345399999995,0,4,0,1,0,0,0,3,2,2
1204,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717684,517641.39360000007,0,7,0,1,0,0,2,4,2,2
1205,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717692,501671.95129999996,0,12,0,1,0,0,1,10,12,2
1206,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717694,524233.2607999999,0,8,0,1,0,0,2,5,3,2
1207,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717708,8686.67700000001,0,2,0,1,0,0,0,1,0,2
1208,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717724,17311.778599999987,0,3,0,1,0,0,0,2,1,2
1209,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717725,666445.2883000008,0,16,0,1,0,0,0,15,0,2
1210,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717747,1423.2752,0,1,0,1,0,0,0,0,1,2
1211,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717765,30327.146399999994,0,4,0,1,0,0,1,2,1,2
1212,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717777,563876.1327999998,0,12,0,1,0,0,4,7,1,2
1213,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717781,856780.1820999993,0,7,0,1,0,0,1,5,2,2
1214,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717790,12334.598399999995,0,2,0,1,0,0,0,1,0,2
1215,"[10.083107, 45.451881999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717829,507.6009999999999,1,25,0,0,15,0,17,0,0,2
1216,"[10.653543000000001, 45.306863999999997]","[-1, -1]","[10.508312, 45.165452999999999]","[-1, -1]",0,0,2717886,34456.11870000004,2,38,0,1,9,4,21,14,33,2
1217,"[10.653972, 45.306936999999998]","[-1, -1]","[10.696598, 45.255020000000002]","[-1, -1]",0,0,2717888,1577.160000000002,2,44,0,0,12,5,44,0,0,2
1218,"[10.653741, 45.306986999999999]","[-1, -1]","[10.256360000000001, 45.504579999999997]","[-1, -1]",0,0,2717889,19793.240600000005,2,39,0,1,10,4,36,3,29,2
1219,"[10.677490000000001, 45.345709999999997]","[-1, -1]","[10.653732, 45.307023000000001]","[-1, -1]",0,0,2717890,802.6289999999995,2,25,0,0,18,3,22,0,0,2
1220,"[10.715627, 45.388289]","[-1, -1]","[10.653352, 45.306911999999997]","[-1, -1]",0,0,2717895,3.8157999999999994,2,20,0,0,3,2,7,0,0,2
1221,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717896,50768.64179999997,0,7,0,1,0,0,0,6,11,2
1222,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717903,14626.328299999988,0,3,0,1,0,0,0,1,1,2
1223,"[9.776802, 45.650381000000003]","[-1, -1]","[9.7999869999999998, 45.645287000000003]","[-1, -1]",0,0,2717907,565779.3722999993,2,12,0,1,4,3,7,4,11,2
1224,"[10.341753000000001, 45.135581000000002]","[-1, -1]","[10.828218, 45.150722000000002]","[-1, -1]",0,0,2717923,39382.812999999995,2,19,0,0,5,2,10,8,18,2
1225,"[10.860078, 45.135779999999997]","[-1, -1]","[10.843482, 45.166949000000002]","[-1, -1]",0,0,2717932,32588.2264,2,36,0,0,7,3,20,14,19,2
1226,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717937,29253.096900000004,0,2,0,1,0,0,0,1,0,2
1227,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717943,38915.32679999999,0,5,0,0,0,0,2,2,6,2
1228,"[9.8101489999999991, 45.659716000000003]","[-1, -1]","[10.067007, 45.923741]","[-1, -1]",0,0,2717948,2157.1547999999984,2,18,0,0,6,3,10,3,8,2
1229,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717953,320536.66349999985,0,23,0,1,0,0,1,21,18,2
1230,"[10.848571, 45.468820000000001]","[-1, -1]","[10.872755, 45.496155999999999]","[-1, -1]",0,0,2717956,10526.496500000023,2,57,0,1,42,7,51,0,99,2
1231,"[10.077332, 45.559278999999997]","[-1, -1]","[9.8796689999999998, 45.587549000000003]","[-1, -1]",0,0,2717958,3780.9426999999996,2,47,0,0,35,7,45,0,0,2
1232,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2717969,167.48729999999998,0,1,0,1,0,0,0,0,1,2
1233,"[10.873021, 45.496326000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717982,2027.402200000002,1,27,0,1,16,0,16,1,21,2
1234,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717983,94161.12500000009,0,36,0,1,0,0,2,33,30,2
1235,"[10.872996000000001, 45.496288999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2717994,1052.6617999999996,1,22,0,0,16,0,14,3,15,2
1236,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2718190,42300.4549999997,0,7,0,1,0,0,0,6,2,2
1237,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725003,904835.1824000007,0,3,0,1,0,0,0,2,0,2
1238,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725007,175541.7995999999,0,3,0,1,0,0,0,2,0,2
1239,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725008,528913.3736000003,0,4,0,1,0,0,2,1,1,2
1240,"[10.511917, 45.560873000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725010,4924.727200000018,1,49,0,1,45,0,44,2,2,2
1241,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2725011,24633.87609999999,0,4,0,1,0,0,0,3,1,2
1242,"[10.138123, 45.596097]","[-1, -1]","[10.520636, 45.548754000000002]","[-1, -1]",0,0,2725012,28235.07660000007,2,59,0,2,33,6,68,5,2,2
1243,"[10.52008, 45.549497000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725013,6677.019099999988,1,25,0,4,22,0,22,0,5,2
1244,"[10.205247999999999, 45.537717999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725016,598843.2531000021,1,23,0,1,5,0,5,22,2,2
1245,"[10.324533000000001, 45.311540999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725017,24582.25989999994,1,53,0,1,48,0,49,2,15,2
1246,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725022,893193.635000002,0,12,0,1,0,0,1,10,2,2
1247,"[9.8001649999999998, 45.654927000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725024,345434.30610000005,1,9,0,0,4,0,4,1,0,2
1248,"[10.224155, 45.586426000000003]","[-1, -1]","[10.596515, 45.406109999999998]","[-1, -1]",0,0,2725028,727447.0971000027,2,34,0,1,18,2,20,10,6,2
1249,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2725029,748356.8359000009,0,5,0,1,0,0,0,4,0,2
1250,"[10.432482, 45.518452000000003]","[-1, -1]","[10.477398000000001, 45.61835]","[-1, -1]",0,0,2725030,18276.41610000002,2,31,0,1,22,4,33,3,1,2
1251,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2725031,58308.250100000005,0,4,0,1,0,0,0,3,0,2
1252,"[10.554347999999999, 45.558886999999999]","[-1, -1]","[10.520021, 45.548388000000003]","[-1, -1]",0,0,2725032,29976.851000000042,2,44,0,1,39,15,55,4,1,2
