,Coord_1_Casa,Coord_1_Lavoro,Coord_2_Casa,Coord_2_Lavoro,Giorni_al_1Lav,Giorni_al_2Lav,Id_Term,Km_Percorsi,N_Case,N_Giorni_Pres,N_Lavori,N_Soste_Univ,Notti_1Casa,Notti_2Casa,Notti_In,Notti_Out,Trans_Confine,Veh_Type
368,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2704821,38561.43939999996,0,3,0,1,0,0,0,2,0,2
369,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704902,526451.4629999998,0,8,0,1,0,0,3,3,1,2
370,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704942,39479.48259999995,0,15,0,1,0,0,5,9,6,2
371,"[9.787229, 45.648069999999997]","[-1, -1]","[9.8034210000000002, 45.644458]","[-1, -1]",0,0,2704946,541999.1520000001,2,7,0,1,3,2,4,2,2,2
372,"[10.471151000000001, 45.450062000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704974,4.134099999999999,1,11,0,0,4,0,4,0,0,2
373,"[10.895688, 45.295808999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705056,614710.1938000019,1,19,0,1,5,0,5,13,8,2
374,"[10.471634, 45.450066]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705060,40.739999999999995,1,24,0,0,14,0,14,0,0,2
375,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705083,65404.928900000006,0,4,0,1,0,0,2,1,0,2
376,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705193,539794.4663000006,0,30,0,1,0,0,3,26,23,2
377,"[10.465681, 45.646191999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705305,23125.538099999936,1,46,0,0,42,0,43,0,21,2
378,"[9.9384619999999995, 45.149301000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705309,22702.098799999952,1,46,0,0,42,0,43,0,49,2
379,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705331,18677.395000000004,0,3,0,1,0,0,1,1,3,2
380,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705332,39805.984200000006,0,5,0,1,0,0,0,4,1,2
381,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705334,47017.4374,0,5,0,1,0,0,1,3,4,2
382,"[10.466962000000001, 45.646701999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705363,21758.137500000077,1,53,0,1,42,0,45,0,21,2
383,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705382,420755.02729999996,0,2,0,1,0,0,0,1,0,2
384,"[10.466283000000001, 45.645902]","[-1, -1]","[10.426669, 45.659889]","[-1, -1]",0,0,2705383,32302.02030000003,2,48,0,1,28,5,43,0,42,2
385,"[9.9381079999999997, 45.149265999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705406,21733.410099999997,1,44,0,1,42,0,42,0,56,2
386,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2705420,33615.2263,0,6,0,1,0,0,0,5,3,2
387,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705423,512746.05539999984,0,3,0,1,0,0,1,1,2,2
388,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705437,511582.45770000014,0,7,0,1,0,0,2,4,6,2
389,"[10.465942999999999, 45.645989999999998]","[-1, -1]","[10.452101000000001, 45.647682000000003]","[-1, -1]",0,0,2705444,27060.080699999995,2,39,0,0,13,8,36,0,37,2
390,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705445,495623.14599999995,0,8,0,1,0,0,3,4,3,2
391,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705471,44938.4016,0,7,0,0,0,0,1,5,3,2
392,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705482,49547.149000000005,0,5,0,0,0,0,1,3,1,2
393,"[9.8124590000000005, 45.473882000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705484,361733.35460000014,1,14,0,1,2,0,3,10,4,2
394,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2705493,7942.233700000001,0,2,0,1,0,0,0,1,0,2
395,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705510,543919.7583999999,0,4,0,1,0,0,2,1,2,2
396,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705517,341144.6073999999,0,6,0,1,0,0,2,3,1,2
397,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705518,29786.935399999988,0,7,0,1,0,0,2,4,0,2
398,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2705519,16303.482000000015,0,4,0,1,0,0,0,3,1,2
399,"[9.9414219999999993, 45.149258000000003]","[0, 0]","[9.9543719999999993, 45.173358999999998]","[0, 0]",0,0,2705520,23235.910700000008,2,44,0,0,28,4,43,0,32,2
400,"[10.465026999999999, 45.645611000000002]","[-1, -1]","[10.425537, 45.660432]","[-1, -1]",0,0,2705522,33140.480699999964,2,50,0,1,13,8,41,0,32,2
401,"[9.9410729999999994, 45.149313999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705529,20943.446600000014,1,45,0,1,35,0,40,0,48,2
402,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705530,520079.9688000002,0,6,0,1,0,0,3,2,0,2
403,"[10.466533, 45.646360999999999]","[-1, -1]","[10.427134000000001, 45.658306000000003]","[-1, -1]",0,0,2705532,19838.85279999999,2,47,0,1,26,6,41,0,14,2
404,"[10.466943000000001, 45.646493]","[-1, -1]","[10.425105, 45.659649999999999]","[-1, -1]",0,0,2705544,26422.792600000037,2,49,0,0,36,3,44,0,36,2
405,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705559,328324.13120000006,0,10,0,1,0,0,0,9,11,2
406,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705562,517745.64340000105,0,26,0,1,0,0,1,24,24,2
407,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705578,250688.4544,0,2,0,1,0,0,0,1,2,2
408,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705590,376842.2048,0,22,0,1,0,0,0,21,24,2
409,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705593,213333.29369999963,0,30,0,1,0,0,4,25,42,2
410,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705600,359385.2995000002,0,10,0,1,0,0,0,9,23,2
411,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705601,175671.54830000032,0,30,0,1,0,0,2,27,39,2
412,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705613,534809.4875000005,0,3,0,1,0,0,1,1,0,2
413,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705627,410105.4609,0,2,0,1,0,0,0,1,0,2
414,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705644,201407.68279999986,0,17,0,1,0,0,0,16,19,2
415,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2705652,82567.09460000011,0,24,0,1,0,0,0,18,70,2
416,"[10.465111, 45.645392999999999]","[-1, -1]","[10.449653, 45.648581999999998]","[-1, -1]",0,0,2705836,32154.630800000006,2,45,0,1,23,7,42,0,43,2
417,"[10.465149, 45.645688999999997]","[-1, -1]","[10.426026, 45.658203999999998]","[-1, -1]",0,0,2705852,22669.013900000024,2,39,0,1,18,6,32,0,26,2
418,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705862,518917.3293000001,0,7,0,1,0,0,0,6,0,2
419,"[10.465833, 45.645888999999997]","[-1, -1]","[10.446062, 45.650587000000002]","[-1, -1]",0,0,2705863,32362.171700000043,2,43,0,0,10,6,38,0,30,2
420,"[10.466442000000001, 45.646141]","[-1, -1]","[10.426799000000001, 45.658872000000002]","[-1, -1]",0,0,2705870,28905.708499999942,2,45,0,1,14,6,40,0,47,2
421,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705874,546393.0664999995,0,4,0,1,0,0,0,3,7,2
422,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705876,159.45260000000002,0,2,0,1,0,0,1,0,0,2
423,"[9.9386500000000009, 45.650399]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705891,24.889,1,45,0,0,22,0,22,0,0,2
424,"[9.8576390000000007, 45.382753000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705893,31651.030999999974,1,43,0,1,35,0,37,3,56,2
425,"[10.255148, 45.584755999999999]","[-1, -1]","[10.276149, 45.584076000000003]","[-1, -1]",0,0,2705917,42770.104999999996,2,61,0,1,55,2,59,1,29,2
426,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2705931,44699.28290000011,0,2,0,1,0,0,0,1,1,2
427,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705935,541740.3363000007,0,21,0,1,0,0,3,17,14,2
428,"[10.862246000000001, 45.438074999999998]","[-1, -1]","[10.803746, 45.537089000000002]","[-1, -1]",0,0,2705938,28703.45420000008,2,46,0,1,33,2,35,6,44,2
429,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2705961,84203.69210000001,0,4,0,1,0,0,2,1,1,2
430,"[10.358479000000001, 46.381695999999998]","[-1, -1]","[10.254576999999999, 46.258935000000001]","[-1, -1]",0,0,2706031,26528.297000000006,2,24,0,0,13,7,21,2,0,2
431,"[9.8580679999999994, 45.382083000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706044,16703.339500000002,1,52,0,0,47,0,47,2,53,2
432,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706051,19824.7335,0,2,0,1,0,0,0,1,1,2
433,"[9.8170760000000001, 45.641547000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706053,528129.642299999,1,14,0,1,4,0,3,10,6,2
434,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706078,579389.1792999991,0,9,0,1,0,0,3,5,5,2
435,"[10.477739, 45.168754]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706098,25390.218700000005,1,5,0,1,2,0,2,2,0,2
436,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706134,6329.678099999998,0,2,0,1,0,0,0,1,1,2
437,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706142,49965.13039999993,0,9,0,1,0,0,0,8,1,2
438,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706143,551516.6773000004,0,38,0,1,0,0,7,29,30,2
439,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706155,195099.69970000017,0,13,0,1,0,0,1,11,4,2
440,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706173,226019.85290000006,0,10,0,1,0,0,2,7,10,2
441,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706180,17222.1413,0,5,0,1,0,0,1,3,1,2
442,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706194,32816.910099999935,0,13,0,1,0,0,2,10,4,2
443,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706201,33947.600699999995,0,7,0,1,0,0,2,4,4,2
444,"[10.87514, 45.408929999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706203,536967.9508999996,1,10,0,1,2,0,5,4,8,2
445,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706207,472558.1277,0,8,0,1,0,0,0,7,1,2
446,"[10.314741, 45.311889000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706223,31290.440400000007,1,40,0,1,35,0,36,3,16,2
447,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706240,8633.845299999983,0,3,0,1,0,0,1,1,1,2
448,"[10.282855, 45.514780999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706244,17014.161600000036,1,38,0,1,38,0,38,0,48,2
449,"[10.28237, 45.514529000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706246,13937.042100000277,1,39,0,0,32,0,34,0,35,2
450,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706265,996.5473000000002,0,1,0,1,0,0,0,0,6,2
451,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706269,775107.5150000404,0,31,0,1,0,0,0,30,31,2
452,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706270,158.22479999999993,0,1,0,1,0,0,0,0,1,2
453,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706278,531207.9942999999,0,11,0,1,0,0,3,7,8,2
454,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706280,30956.136799999997,0,3,0,1,0,0,0,2,5,2
455,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706283,1699.5218000000004,0,2,0,1,0,0,0,1,0,2
456,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706286,532896.3863000005,0,10,0,1,0,0,0,9,8,2
457,"[9.8254819999999992, 45.639650000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706288,839753.1053,1,10,0,1,2,0,4,5,3,2
458,"[9.9685079999999999, 45.146906000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706291,477571.21999999834,1,11,0,1,2,0,4,6,2,2
459,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706294,44722.763199999965,0,4,0,1,0,0,2,1,5,2
460,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706300,472897.7181000009,0,11,0,1,0,0,1,8,8,2
461,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706309,782780.555600033,0,39,0,1,0,0,0,38,37,2
462,"[10.20576, 45.495246000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706314,17887.51319999986,1,26,0,1,20,0,20,21,0,2
463,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706323,702341.5572000021,0,22,0,1,0,0,1,19,12,2
464,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706325,41491.98750000008,0,3,0,1,0,0,0,2,1,2
465,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706329,502358.5432000002,0,9,0,1,0,0,2,4,7,2
466,"[10.875373, 45.448065]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706331,563787.8708999996,1,13,0,1,5,0,6,6,7,2
467,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706332,19250.022599999953,0,3,0,1,0,0,0,1,2,2
468,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706343,42194.67600000029,0,10,0,1,0,0,3,6,2,2
469,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706346,50884.69049999997,0,5,0,1,0,0,2,2,1,2
470,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706350,36458.19729999995,0,6,0,1,0,0,2,3,6,2
471,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706351,503293.06330000027,0,1,0,1,0,0,0,1,0,2
472,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706367,565526.5494999744,0,19,0,1,0,0,2,15,19,2
473,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706372,551040.9142999994,0,21,0,1,0,0,1,19,10,2
474,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706374,593162.132399999,0,11,0,1,0,0,0,10,3,2
475,"[10.302863, 45.487214999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706385,587957.552999997,1,30,0,1,5,0,7,22,19,2
476,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706386,91.8377,0,1,0,1,0,0,0,0,0,2
477,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706387,206.6739,0,1,0,1,0,0,0,0,0,2
478,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706389,44932.43149999998,0,4,0,1,0,0,1,2,1,2
479,"[10.534144, 45.477530999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706391,618428.0413000002,1,7,0,1,3,0,3,4,3,2
480,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706394,542569.3798999995,0,6,0,1,0,0,0,5,1,2
481,"[10.869529999999999, 45.125318999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706395,572171.4084999992,1,12,0,1,5,0,5,6,17,2
482,"[10.454323, 45.600130999999998]","[-1, -1]","[10.445162, 45.574849]","[-1, -1]",0,0,2706409,4358.181000000001,2,13,0,0,9,3,12,0,3,2
483,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706434,489294.8850000002,0,10,0,1,0,0,0,9,3,2
484,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706438,12902.066299999999,0,3,0,1,0,0,1,1,0,2
485,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706440,71794.43049999997,0,21,0,1,0,0,0,20,0,2
486,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706442,837154.7874999999,0,4,0,1,0,0,0,3,1,2
487,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706453,381905.7610000001,0,4,0,1,0,0,0,3,0,2
488,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706460,38810.258000000016,0,2,0,1,0,0,0,1,1,2
489,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706465,39119.74540000001,0,6,0,1,0,0,1,4,1,2
490,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706466,5548.796199999999,0,3,0,1,0,0,0,2,0,2
491,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706477,19480.13140000001,0,3,0,1,0,0,1,1,2,2
492,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706486,1136.4712999999997,0,2,0,1,0,0,0,1,0,2
493,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706493,393890.1961,0,2,0,1,0,0,0,1,0,2
494,"[10.039299, 46.165275999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706496,297.4154,1,4,0,1,2,0,3,0,0,2
495,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706499,99.55960000000005,0,2,0,1,0,0,1,0,0,2
496,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706504,44293.915099999955,0,7,0,1,0,0,3,3,3,2
497,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706516,20579.40469999991,0,21,0,1,0,0,0,20,12,2
498,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706547,753.0561000000001,0,1,0,1,0,0,0,0,1,2
499,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706569,782475.2847000003,0,7,0,1,0,0,2,4,1,2
500,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706576,47600.20739999996,0,8,0,1,0,0,1,5,3,2
501,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706577,51765.61369999996,0,6,0,0,0,0,4,1,3,2
502,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706608,540188.6214999999,0,11,0,1,0,0,3,7,0,2
503,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706613,438342.1209000007,0,18,0,1,0,0,1,16,25,2
504,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706615,25636.535899999995,0,7,0,1,0,0,0,6,1,2
505,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706617,544180.0946000016,0,21,0,1,0,0,0,20,7,2
506,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706621,41187.20119999996,0,12,0,1,0,0,0,11,1,2
507,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706623,539537.5610000003,0,3,0,1,0,0,1,1,0,2
508,"[10.051584, 45.111654999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706632,509177.0089000016,1,13,0,1,2,0,7,5,3,2
509,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706640,570362.3212999998,0,14,0,1,0,0,1,11,9,2
510,"[10.826309999999999, 46.222318000000001]","[-1, -1]","[10.836316999999999, 46.238979]","[-1, -1]",0,0,2706662,278478.92419999995,2,30,0,1,16,3,29,3,3,2
511,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706664,430715.41419999994,0,7,0,1,0,0,2,4,2,2
512,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706666,566478.3942000002,0,18,0,1,0,0,4,13,8,2
513,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706690,571424.1338999757,0,24,0,1,0,0,0,23,7,2
514,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706702,285.61580000000026,0,2,0,1,0,0,0,0,2,2
515,"[10.444229999999999, 45.496955]","[-1, -1]","[10.115145999999999, 45.825626]","[-1, -1]",0,0,2706704,191.65209999999988,2,61,0,0,23,2,25,0,0,2
516,"[9.9699290000000005, 45.141202999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706709,30.301099999999995,1,47,0,0,14,0,14,0,0,2
517,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706714,3419.575699999998,0,3,0,1,0,0,1,1,5,2
518,"[9.8305260000000008, 45.718120999999996]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706751,7314.264500000007,1,58,0,1,55,0,55,1,16,2
519,"[10.735808, 45.512357000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706769,391200.55259999994,1,18,0,0,11,0,11,3,6,2
520,"[9.8494449999999993, 45.631442999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706796,3885.934899999989,1,20,0,1,19,0,19,0,26,2
521,"[10.039279000000001, 45.105097999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706804,1533.656500000001,1,19,0,0,18,0,18,0,0,2
522,"[10.028832, 45.567677000000003]","[-1, -1]","[9.8047599999999999, 45.644196000000001]","[-1, -1]",0,0,2706805,18970.438600000005,2,22,0,0,14,6,16,5,1,2
523,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706827,2221.8519999999976,0,2,0,1,0,0,0,1,3,2
524,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706836,13388.593099999998,0,2,0,1,0,0,0,1,0,2
525,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706863,1123.5406999999998,0,1,0,1,0,0,0,0,2,2
526,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706865,49003.92639999996,0,7,0,1,0,0,0,6,2,2
527,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706876,63.81470000000001,0,1,0,1,0,0,0,0,1,2
528,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706919,153.58440000000002,0,1,0,1,0,0,0,0,1,2
529,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706920,321.1739999999999,0,4,0,0,0,0,2,1,1,2
530,"[10.863201, 45.438457999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706924,515073.19650000025,1,9,0,1,2,0,2,6,4,2
531,"[10.019833, 45.142955999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706950,7276.711799999955,1,41,0,0,40,0,40,0,43,2
532,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706952,555474.001,0,10,0,1,0,0,0,7,8,2
533,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2706978,51707.41339999973,0,12,0,1,0,0,0,11,0,2
534,"[10.095006, 45.150311000000002]","[-1, -1]","[10.069607, 45.401733999999998]","[-1, -1]",0,0,2706981,527688.2589000153,2,13,0,0,2,2,4,7,4,2
535,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2706988,554111.6548000003,0,40,0,1,0,0,0,39,0,2
536,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707005,48992.71439999999,0,3,0,1,0,0,0,2,0,2
537,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707010,15.755999999999995,0,1,0,1,0,0,0,0,0,2
538,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707026,567304.4020999991,0,7,0,1,0,0,1,5,3,2
539,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707028,566085.3724000006,0,2,0,1,0,0,0,1,2,2
540,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707032,273.5772000000003,0,1,0,1,0,0,0,0,3,2
541,"[10.807157, 45.182817]","[-1, -1]","[10.772857, 45.185828999999998]","[-1, -1]",0,0,2707046,33847.24389999983,2,41,0,1,23,4,27,15,68,2
542,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707048,572525.2194000004,0,11,0,1,0,0,4,6,5,2
543,"[10.762937000000001, 45.127668]","[-1, -1]","[10.88918, 45.210684000000001]","[-1, -1]",0,0,2707049,720415.6829000001,2,28,0,1,18,5,22,5,29,2
544,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707061,531189.9823999997,0,4,0,1,0,0,0,3,1,2
545,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707066,35668.05879999998,0,5,0,1,0,0,0,4,2,2
546,"[10.897976, 45.213053000000002]","[-1, -1]","[10.842884, 45.497937]","[-1, -1]",0,0,2707077,86108.47570000005,2,49,0,0,15,14,45,4,75,2
547,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707078,38455.650199999975,0,12,0,1,0,0,2,0,9,2
548,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707083,298.77470000000096,0,1,0,1,0,0,0,0,0,2
549,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707087,555291.6757999946,0,12,0,1,0,0,0,7,6,2
550,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707091,523610.5214999937,0,29,0,1,0,0,0,26,8,2
551,"[10.025596999999999, 45.143729999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707095,2631.596700000002,1,37,0,0,36,0,36,0,0,2
552,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2707106,29773.871,0,3,0,1,0,0,0,2,1,2
553,"[10.024350999999999, 45.139764]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707121,5717.04990000002,1,42,0,1,40,0,40,0,7,2
554,"[10.06128, 45.502665]","[-1, -1]","[10.027481, 45.102564000000001]","[-1, -1]",0,0,2707123,568411.9279999993,2,24,0,0,5,6,8,13,4,2
555,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2707131,536673.8560000001,0,3,0,1,0,0,1,1,0,2
